Wavelength_nm,-15.0V,-14.0V,-13.0V,-12.0V,-11.0V,-7.9V,-4.0V,-1.0V
1107,0.6577917054330626,0.655133632727438,0.6515242969431971,0.6400954692736328,0.613614409398425,0.30674433578783344,0.009201097542943813,-7.464001208272927e-05
1108,0.6581362722623656,0.6554845295287677,0.6518635370529753,0.6403619183193681,0.6137317459303685,0.3054028784009332,0.009060022190571258,-6.342951560566567e-05
1109,0.6584581850952476,0.6558071467591151,0.6521744720486371,0.640601561851107,0.6138240533228252,0.3040622884969425,0.008920757518420426,-5.240452038749098e-05
1110,0.6587539700385949,0.6560974956384664,0.6524527503312976,0.6408104553018128,0.6138877556225162,0.302722958094925,0.008783292675024963,-4.1563852429864036e-05
1111,0.6590201528716807,0.6563515870336901,0.6526940199107074,0.6409846537498742,0.6139192765527082,0.3013852792322129,0.008647616862553546,-3.0906330805830935e-05
1112,0.6592532594789173,0.6565654320204591,0.652893929009576,0.6411202124643858,0.613915040009784,0.3000496439488419,0.008513719291112762,-2.043077356301319e-05
1113,0.659449816793002,0.6567350434588131,0.6530481277016992,0.6412131883762067,0.6138714714002063,0.29871644428511185,0.008381589171584323,-1.0135998648901987e-05
1114,0.6596063570967758,0.6568564433008206,0.6531522754946881,0.6412596468853937,0.6137850038266548,0.2973860722813366,0.00825121571489159,-2.082400560778384e-08
1115,0.6597194346106634,0.6569256907786147,0.6532020705777207,0.6412556881183473,0.613652101948704,0.2960589199778307,0.008122588131958871,9.915932424882279e-06
1116,0.6597856778005649,0.6569389712948259,0.6531933420537156,0.6411975297291693,0.6134693372269548,0.2947353794149082,0.007995695633710484,1.9675452700581056e-05
1117,0.6598019233443766,0.6568928240812049,0.6531222861565325,0.6410817189634563,0.6132335806319078,0.29341584263288345,0.007870527431070745,2.925891887950141e-05
1118,0.6597654919857143,0.656784610976028,0.6529859526515547,0.6409055693240164,0.6129423994554923,0.29210070167207086,0.007747072734963967,3.866751301965619e-05
1119,0.6596746375052966,0.6566132793923458,0.6527830364869005,0.6406678712750802,0.6125947031497818,0.2907903485727847,0.0076253207563144665,4.790241717905824e-05
1120,0.6595291047137959,0.656380310552472,0.6525148616757892,0.6403697755218987,0.6121915459902505,0.28948517537533913,0.007505260706046554,5.6964813415720426e-05
1121,0.6593306137975523,0.6560905425424008,0.6521862352933695,0.6400155596861484,0.6117368237772016,0.2881855741200486,0.0073868817950845465,6.58558837876556e-05
1122,0.6590830544979457,0.6557525000215894,0.6518057895872148,0.6396129354399098,0.6112375529375523,0.2868919368472273,0.007270173234352759,7.457681035287662e-05
1123,0.6587922918421105,0.655378062347765,0.6513856376615577,0.6391727394256208,0.6107035896525358,0.2856046555971896,0.007155124234775505,8.312877516939633e-05
1124,0.6584656814237551,0.6549816315281345,0.6509405103205249,0.6387081584973697,0.610146925802171,0.28432412241024985,0.007041724007277098,9.151296029522763e-05
1125,0.6581115099734637,0.6545791493807128,0.6504867369446137,0.638233815342298,0.6095808580084587,0.28305072932672226,0.006929961762781855,9.973054778838332e-05
1126,0.6577385418564169,0.6541872254465576,0.6500413427113474,0.6377649597099739,0.6090192525768681,0.2817848683869212,0.006819826712214088,0.0001077827197068763
1127,0.6573557316145235,0.6538223887448078,0.649621277582847,0.6373167805873873,0.6084759201827081,0.2805269316311609,0.0067113080664981135,0.00011567065810871936
1128,0.6569720661055246,0.6535002846556219,0.6492425940374564,0.636903676966952,0.6079639526480245,0.27927731109975573,0.006604395036558245,0.00012339554505192543
1129,0.6565964733052758,0.6532346494305603,0.6489194009979593,0.6365383333174346,0.6074948819023823,0.27803639883301984,0.006499076833318797,0.0001309585625945073
1130,0.6562377573853317,0.6530361179758286,0.6486626491283043,0.6362306472067317,0.6070777043730722,0.2768045868712677,0.006395342667704085,0.00013836089279447788
1131,0.6559045524250138,0.6529112061536183,0.6484790942615763,0.6359868144500682,0.6067180486696963,0.2755822672548135,0.006293181750638421,0.00014560371770985
1132,0.65560530433428,0.6528619041541621,0.6483708832578011,0.6358089636208382,0.6064178430674538,0.27436983202397164,0.006192583293046122,0.00015268821939863652
1133,0.6553482852438831,0.6528860813597017,0.6483359663158478,0.6356955198966211,0.6061756465306813,0.27316767321905633,0.006093536505851502,0.0001596155799188503
1134,0.6551416244788781,0.6529784967161905,0.6483691259430534,0.63564211308593,0.6059874748261311,0.2719761828803819,0.005996030599978875,0.00016638698132850416
1135,0.6549933145616439,0.6531319627609444,0.6484631624096544,0.6356426237473101,0.6058477522712016,0.27079575304826264,0.005900054786352556,0.00017300360568561106
1136,0.6549111166153974,0.6533382822218015,0.6486098475883683,0.6356900249170285,0.6057500775290012,0.26962677576301297,0.0058055982758968595,0.00017946663504818372
1137,0.6549022423849169,0.6535888234755616,0.6488005110055697,0.6357768992772797,0.6056876941225787,0.268469643064947,0.0057126502795361,0.00018577725147423505
1138,0.6549726618803281,0.6538748000155397,0.6490263244531354,0.6358956903154735,0.605653718937022,0.26732474699437914,0.0056212000081945915,0.0001919366370217779
1139,0.6551259621629266,0.6541873795710689,0.6492784131165602,0.6360388003906328,0.605641231439242,0.2661924795916226,0.005531236672796648,0.00019794597374882516
1140,0.6553619248233244,0.6545177187109144,0.6495478908153498,0.6361986218316658,0.6056433019708617,0.2650732328969465,0.005442749484266585,0.00020380644371338966
1141,0.6556752903720644,0.6548569718238597,0.6498258691491823,0.6363675450075448,0.6056529990904788,0.2639673989497976,0.005355727653528718,0.00020951922897348427
1142,0.6560552631405074,0.6551962931494613,0.6501034595686626,0.6365379601452272,0.6056633912285501,0.26287536978120074,0.005270160391507359,0.00021508551158712185
1143,0.6564860093265279,0.6555268380843831,0.6503717747224003,0.6367022584581681,0.6056675477202211,0.2617975373652747,0.005186036909126825,0.0002205064736123152
1144,0.6569479048429919,0.6558397680629435,0.6506219335073489,0.6368528363146158,0.605658542626905,0.26073429338706067,0.005103346417311428,0.00022578329710707724
1145,0.6574190049272507,0.6561262692818233,0.65084508044682,0.6369821112246001,0.6056294693942035,0.2596860283463297,0.005022078126985485,0.00023091716412942075
1146,0.6578763338397025,0.6563776117434608,0.6510324467939848,0.6370825722504156,0.6055734870715854,0.2586531287314313,0.004942221249073309,0.00023590925673735866
1147,0.6582969575054777,0.6565853004728851,0.6511755070248807,0.6371469091135862,0.6054839386862221,0.25763596978119363,0.0048637649944992135,0.0002407607569889038
1148,0.6586590845487823,0.656741386891978,0.6512663010769657,0.6371682780421566,0.6053545949894334,0.2566349005807755,0.004786698574187516,0.000245472846942069
1149,0.6589434353667046,0.6568389756030413,0.65129795881509,0.6371407344559066,0.6051800511712173,0.2556502198041145,0.004711011199062528,0.0002500467086548672
1150,0.6591348200778575,0.6568728542321486,0.6512653518509846,0.6370597707184067,0.6049562199070344,0.2546821455660324,0.004636692080048566,0.00025448352418531105
1151,0.6592234824310574,0.6568400401434555,0.6511656593332151,0.6369227829145808,0.6046807593304656,0.2537307892533709,0.004563730428069944,0.0002587844755914137
1152,0.6592056365184081,0.6567399996359948,0.6509985947920686,0.6367292579980766,0.6043532446223457,0.25279614503298187,0.004492115454050976,0.0002629507449311878
1153,0.659082932711171,0.6565744287468815,0.6507661792946662,0.6364805866438946,0.6039749964216299,0.2518781003437371,0.004421836368915978,0.00026698351426264624
